name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url,2025_value
torchgeo,Microsoft,https://www.osgeo.org/projects/torchgeo/,logos/0f021d5c7b0d805439d23e941b0a743d16b7cf89fa11b5cc9c19a53d44549420.svg,https://x.com/Microsoft,https://www.crunchbase.com/organization/microsoft,1000000.0,Premier,member,,MIT License,"Redmond, Washington, United States","TorchGeo is a toolkit containing datasets, samplers, transforms, and pre-trained models for geospatial data.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.",https://www.microsoft.com,Redmond,Washington,United States,https://x.com/Microsoft,https://www.linkedin.com/company/microsoft,MSFT,funding,10001.0,,Modeling,Specialized,True,https://github.com/torchgeo/torchgeo,3646.0,"TorchGeo: datasets, samplers, transforms, and pre-trained models for geospatial data",2025-09-19,https://github.com/torchgeo/torchgeo/commit/aa71062038309abe2f11a4b423628d8fbe750fe1,2025-06-20,https://github.com/torchgeo/torchgeo/releases/tag/v0.7.1,2021-05-11,https://github.com/torchgeo/torchgeo/commit/2330aad537f09ae93e2fa3283d1c25a3e0230703,103.0,https://github.com/microsoft/torchgeo/graphs/contributors,,,,,,,,,,,,,214.1
TorchIO,University College London (UCL),http://www.torchio.org/,logos/3f53485d82e837e49ad8c2f5b2ca860ac321809c9d7a50f6f4029c49911a158f.svg,http://twitter.com/uclnews,https://www.crunchbase.com/organization/university-college-london-ucl,1797583.0,,,,Apache License 2.0,"London, England, United Kingdom",Medical imaging toolkit for deep learning,"UCL is one of the world's leading universities, founded in London to open up education to all on equal terms.",https://www.ucl.ac.uk/,London,England,United Kingdom,http://twitter.com/uclnews,http://www.linkedin.com/company/4171,,funding,10001.0,,Modeling,Medical & Biology,True,https://github.com/TorchIO-project/torchio,2269.0,Medical imaging processing for AI applications.,2025-09-03,https://github.com/TorchIO-project/torchio/commit/8065c45838ce92a0bbddb5f6b65319ea93b7deaa,2025-09-03,https://github.com/TorchIO-project/torchio/releases/tag/v0.20.22,2019-11-26,https://github.com/TorchIO-project/torchio/commit/0d56bcad82cc831e795a32e752e4110ca94a73f7,61.0,https://github.com/fepegar/torchio/graphs/contributors,,,,,,,,,,,,,57.21
TorchMetrics,Lightning AI,https://lightning.ai/docs/torchmetrics/,logos/829b7314260417849469080583c14091c2a13f25bc98bc19c242d87eac048d8d.svg,https://twitter.com/PyTorchLightnin,https://www.crunchbase.com/organization/grid-ai,108500000.0,Premier,member,,Apache License 2.0,"New York, New York, United States","Machine learning metrics for distributed, scalable PyTorch applications.",Lightning AI is the first operating system for AI. Build AI models and Lightning Apps (end to end ML systems).,https://lightning.ai/,New York,New York,United States,https://twitter.com/PyTorchLightnin,https://www.linkedin.com/company/grid-ai/,,funding,11.0,50.0,Training,General,True,https://github.com/Lightning-AI/torchmetrics,2335.0,"Machine learning metrics for distributed, scalable PyTorch applications.",2025-09-17,https://github.com/Lightning-AI/torchmetrics/commit/3eb05bfaafb52c0832bb5aa185d6886edbb49499,2025-09-03,https://github.com/Lightning-AI/torchmetrics/releases/tag/v1.8.2,2020-12-22,https://github.com/Lightning-AI/torchmetrics/commit/bc418df2425797b7ddc6ce6c6a751cdacd95f9a3,282.0,https://github.com/Lightning-AI/torchmetrics/graphs/contributors,,,,,,,,,,,,,173.34
Torchopt,Meta,https://torchopt.readthedocs.io/en/latest/,logos/fa7428c96683f978432a500f84b389bd2f5a07cb9738885282a728a9015c5cfd.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,Apache License 2.0,"Menlo Park, California, United States",An efficient library for differentiable optimization built upon PyTorch,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Optimizations,General,True,https://github.com/metaopt/torchopt,615.0,TorchOpt is an efficient library for differentiable optimization built upon PyTorch.,2024-07-02,https://github.com/metaopt/torchopt/commit/960fb0aa53f27bad1af0bdf018b5ad4be077949a,2023-11-10,https://github.com/metaopt/torchopt/releases/tag/v0.7.3,2022-04-08,https://github.com/metaopt/torchopt/commit/5fcece019fdca60d5eb8b521758e2061057b96d6,10.0,https://github.com/metaopt/TorchOpt/graphs/contributors,,,,,,,,,,,,,1.8
TorchQuantum,IBM,https://hanruiwanghw.wixsite.com/torchquantum,logos/eba8a1f3cf2a73d23a295af0b6e67dcb61560ca1630acae2f929fea8cd863b90.svg,https://x.com/IBM,https://www.crunchbase.com/organization/ibm,,Premier,member,,MIT License,"Armonk, New York, United States","A framework for Quantum Classical Simulation, Quantum Machine Learning, Quantum Neural Networks, Parameterized Quantum Circuits with support for easy deployments on real quantum computers.","IBM is an IT technology and consulting firm providing computer hardware, software, infrastructure, and hosting services.",http://www.ibm.com,Armonk,New York,United States,https://x.com/IBM,https://www.linkedin.com/company/ibm,IBM,,10001.0,,Training,Quantum,True,https://github.com/mit-han-lab/torchquantum,1541.0,"A PyTorch-based framework for Quantum Classical Simulation, Quantum Machine Learning, Quantum Neural Networks, Parameterized Quantum Circuits with support for easy deployments on real quantum computers.",2025-06-22,https://github.com/mit-han-lab/torchquantum/commit/57f19172981b8e1d360038a62bec53e157f3a57d,2024-02-21,https://github.com/mit-han-lab/torchquantum/releases/tag/v0.1.8,2021-02-04,https://github.com/mit-han-lab/torchquantum/commit/739dbbf7bada49c5ca0c5a083a203901e639bca0,41.0,https://github.com/mit-han-lab/torchquantum/graphs/contributors,,,,,,,,,,,,,11.309999999999999
torchrec,Meta,https://pytorch.org/torchrec/,logos/5012b5119ea4d72dd56bdbc3d1f6d7568b18c6a7351d770b8399fde3af419316.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States","TorchRec is a specialized library within the PyTorch ecosystem, tailored for building, scaling, and deploying large-scale recommendation systems,","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Specialized,True,https://github.com/pytorch/torchrec,2343.0,Pytorch domain library for recommendation systems,2025-09-19,https://github.com/pytorch/torchrec/commit/eb217634e74de16c305df85625524226973e27ad,2025-09-13,https://github.com/pytorch/torchrec/releases/tag/v1.3.0,2021-11-18,https://github.com/pytorch/torchrec/commit/dfdbee865240d0885d5c0ffc23685a04141f5e63,388.0,https://github.com/pytorch/torchrec/graphs/contributors,,,,,,,,,,,,,334.28999999999996
torchrl,Meta,https://pytorch.org/rl/stable/index.html,logos/cc5b16f93d0b7d3bf4a6b344866b3b8fe640572305e2a3fd480e47549919b7f3.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,MIT License,"Menlo Park, California, United States",TorchRL is an open-source Reinforcement Learning (RL) library for PyTorch.,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Reinforcement Learning,True,https://github.com/pytorch/rl,3054.0,"A modular, primitive-first, python-first PyTorch library for Reinforcement Learning.",2025-09-19,https://github.com/pytorch/rl/commit/2e5e353a692ef7b1666f80d960c7b1e97f35b6c7,2025-09-16,https://github.com/pytorch/rl/releases/tag/v0.10.0,2022-03-31,https://github.com/pytorch/rl/commit/240975b853007f738d1231f685c4498c8e626f78,190.0,https://github.com/pytorch/rl/graphs/contributors,,,,,,,,,,,,,268.59000000000003
TorchServe,Meta,https://github.com/pytorch/serve,logos/d9e9431c2d5bf17d3e7c4d9ea433ec1778f75f98b0314cfac802801924991948.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,Apache License 2.0,"Menlo Park, California, United States","TorchServe is a performant, flexible and easy to use tool for serving PyTorch models in production.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Optimizations,General,True,https://github.com/pytorch/serve,4349.0,"Serve, optimize and scale PyTorch models in production",2025-03-17,https://github.com/pytorch/serve/commit/62c4d6a1fdc1d071dbcf758ebd756029af20bd5e,2024-09-30,https://github.com/pytorch/serve/releases/tag/v0.12.0,2019-10-03,https://github.com/pytorch/serve/commit/c65888c732ce392cb584a45cdea743ee589bec9b,220.0,https://github.com/pytorch/serve/graphs/contributors,,,,,,,,,,,,,62.85000000000001
torchtext,Meta,https://pytorch.org/text/stable/index.html,logos/5c94068dad891be17603a04857e3d40677d5a9839f5261437542b3863e433bf2.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States",The torchtext package consists of data processing utilities and popular datasets for natural language.,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Language,True,https://github.com/pytorch/text,3559.0,"Models, data loaders and abstractions for language processing, powered by PyTorch",2025-09-10,https://github.com/pytorch/text/commit/a5e610638ea47b4412a29cdb708ac5f2fabb1286,2024-04-24,https://github.com/pytorch/text/releases/tag/v0.18.0,2016-12-12,https://github.com/pytorch/text/commit/ed124f715e3b56f2360de1613b782732433ae5b1,156.0,https://github.com/pytorch/text/graphs/contributors,,,,,,,,,,,,,7.799999999999999
torchtune,Meta,https://pytorch.org/torchtune/stable/index.html,logos/7f10d287eb2505f4fc6f304b503a2e3c15e2ff47957af2ff4d973ccd0be77e03.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States",A Native-PyTorch library for LLM fine-tuning.,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Language,True,https://github.com/pytorch/torchtune,5498.0,PyTorch native post-training library,2025-08-25,https://github.com/pytorch/torchtune/commit/67ab86b94de9e7ac7dd9850113ebe69e2bbd307c,2025-04-07,https://github.com/pytorch/torchtune/releases/tag/v0.6.1,2023-10-23,https://github.com/pytorch/torchtune/commit/fa0e179efe795e7fa25751111ffd93dd8615fb63,159.0,https://github.com/pytorch/torchtune/graphs/contributors,,,,,,,,,,,,,607.42
torchvision,Meta,https://pytorch.org/vision/stable/index.html,logos/9ff7056ade10c260a38e00e6558cd1aa7df99d29fd0013f96f82a62911a3214d.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,member,,"BSD 3-Clause ""New"" or ""Revised"" License","Menlo Park, California, United States","The torchvision package consists of popular datasets, model architectures, and common image transformations for computer vision.","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Computer Vision,True,https://github.com/pytorch/vision,17152.0,"Datasets, Transforms and Models specific to Computer Vision",2025-09-15,https://github.com/pytorch/vision/commit/e3b5d3a8bf5e8636462fd8bce9897bccc690b2a0,2025-08-06,https://github.com/pytorch/vision/releases/tag/v0.23.0,2016-11-10,https://github.com/pytorch/vision/commit/62cfcb70c38a965191fa0a1e58a49fee8bc1f9f7,659.0,https://github.com/pytorch/vision/graphs/contributors,,,,,,,,,,,,,162.15
Transformers,Hugging Face,https://huggingface.co/transformers,logos/22ee2a64b64ec10d3f8665a2c99fe71389da44d177ce9688632c462e8627224b.svg,https://x.com/huggingface,https://www.crunchbase.com/organization/hugging-face,395200000.0,Premier,member,,Apache License 2.0,"Brooklyn, New York, United States","Transformers provides thousands of pretrained models to perform tasks on different modalities such as text, vision, and audio.","Hugging Face allows users to build, train, and deploy art models using the reference open source in machine learning.",https://huggingface.co,Brooklyn,New York,United States,https://x.com/huggingface,https://www.linkedin.com/company/huggingface,,funding,51.0,100.0,Modeling,Language,True,https://github.com/huggingface/transformers,149994.0,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",2025-09-19,https://github.com/huggingface/transformers/commit/8076e755e532dcf4083fc7a869be8d3418b9078c,2025-09-17,https://github.com/huggingface/transformers/releases/tag/v4.56.2,2018-10-29,https://github.com/huggingface/transformers/commit/43badf217d1ccfaf486e2cbb1b3567226b5e95bf,3572.0,https://github.com/huggingface/transformers/graphs/contributors,,,,,,,,,,,,,4044.9500000000003
"University of California, Irvine (member)",University of California Irvine,https://uci.edu/,logos/96d6a2d0535f189df2cd68d851e641f60a32236176dfe4e755f8f35434467ef2.svg,https://twitter.com/UCIrvine,https://www.crunchbase.com/organization/university-of-california-irvine,19391144.0,Associate,member,,,"Irvine, California, United States","The University of California, Irvine is a public research university located in Irvine, California and one of the 10 general campuses in the University of California system. University of California, Irvine is considered a Public Ivy and offers 80 undergraduate degrees and 98 graduate and professional degrees.

--- Merged Data:

The University of California, Irvine is a public research university in Irvine, California.","University of California, Irvine is a higher education institution that provides a diverse range of academic and cultural events.",https://uci.edu,Irvine,California,United States,https://x.com/ucirvine,https://www.linkedin.com/school/university-of-california-irvine/,,funding,10001.0,,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
University of Leicester (member),University of Leicester,https://le.ac.uk/,logos/73297500539f961b46e7b0b0eef49a481d6dabb4dd70930c6dadc59c37c9347b.svg,https://twitter.com/uniofleicester,https://www.crunchbase.com/organization/university-of-leicester,,Associate,member,,,"Leicester, Leicester, United Kingdom",University of Leicester,"The University of Leicester is a public research university based in Leicester, England.",http://www.le.ac.uk/,Leicester,Leicester,United Kingdom,http://twitter.com/uniofleicester,https://www.linkedin.com/company/university-of-leicester,,,1001.0,5000.0,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
USB,Microsoft,https://usb.readthedocs.io/en/main/,logos/ba2f979d55cfe3b448250c198b2c08437accb672f3f21600f0b3c979a399c9e7.svg,https://x.com/Microsoft,https://www.crunchbase.com/organization/microsoft,1000000.0,Premier,member,,MIT License,"Redmond, Washington, United States","Benchmark tool for developing and evaluating Semi-suprevised learning algorithms.  Includes an implementation of 14 SSL algorithms and 15 tasks for evaluation for CV, NLP, and Audio","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.",https://www.microsoft.com,Redmond,Washington,United States,https://x.com/Microsoft,https://www.linkedin.com/company/microsoft,MSFT,funding,10001.0,,Modeling,Multimodal,True,https://github.com/microsoft/Semi-supervised-learning,1527.0,A Unified Semi-Supervised Learning Codebase (NeurIPS'22),2025-08-23,https://github.com/microsoft/Semi-supervised-learning/commit/aa9018ca120b1fae082846195f72859cde4d32a6,2022-07-14,https://github.com/microsoft/Semi-supervised-learning/releases/tag/v.0.0.0,2022-05-05,https://github.com/microsoft/Semi-supervised-learning/commit/4ab5c76037e638547797316192a91d2885a9af2d,22.0,https://github.com/microsoft/Semi-supervised-learning/graphs/contributors,,,,,,,,,,,,,5.43
VISSL,Meta,https://vissl.ai/,logos/016493ec5173a2af3effb4dd26c934658094910366ce5258a8b1534a7d6e5027.svg,https://x.com/Meta,https://www.crunchbase.com/organization/facebook,54608817488.0,Premier,archived,,,"Menlo Park, California, United States",A library for state-of-the-art self-supervised learning from images,"Meta is a social technology company that enables people to connect, find communities, and grow businesses.",https://www.meta.com,Menlo Park,California,United States,https://x.com/Meta,https://www.linkedin.com/company/meta,META,funding,10001.0,,Modeling,Computer Vision,,,,,,,,,,,,,,,,,,,,,,,,,
vLLM,PyTorch Foundation,https://github.com/vllm-project/vllm,logos/fc22e2b58bb463d0c4ea9b5f34c37559beefeabca3a9577fea46cab31c688462.svg,https://twitter.com/pytorch,https://www.crunchbase.com/organization/pytorch,,,foundation,,Apache License 2.0,"San Francisco, California, United States",vLLM is a fast and easy-to-use library for LLM inference and serving.,PyTorch Foundation is a non-profit organization dedicated to advancing the PyTorch framework and open source AI projects.,https://pytorch.org,San Francisco,California,United States,https://twitter.com/pytorch,https://www.linkedin.com/company/pytorch,,,11.0,50.0,PyTorch Projects,Foundation,True,https://github.com/vllm-project/vllm,58603.0,A high-throughput and memory-efficient inference and serving engine for LLMs,2025-09-21,https://github.com/vllm-project/vllm/commit/5aeb9254521023f97aca292b3478aa7ff485ffb2,2025-09-13,https://github.com/vllm-project/vllm/releases/tag/v0.10.2,2023-02-09,https://github.com/vllm-project/vllm/commit/e7d9d9c08c79b386f6d0477e87b77a572390317d,1567.0,https://github.com/vllm-project/vllm/graphs/contributors,2025-04-08,,,,,,,,,,,,7148.52
William Carey University (member),William Carey University,https://wmcarey.edu/,logos/331f2ecc490f6ca26223d99f9bb10ccc61894715810b9d74daeb24d000c341b7.svg,https://www.twitter.com/wmcareyu,https://www.crunchbase.com/organization/william-carey-university-hattiesburg,1900000.0,Associate,member,,,"Hattiesburg, Mississippi, United States","William Carey University guides students in finding their higher calling, excelling in scholarship, leadership, and service to inspire positive change globally.",William Carey University is a school in Hattiesburg.,http://www.wmcarey.edu/,Hattiesburg,Mississippi,United States,https://www.twitter.com/wmcareyu,http://www.linkedin.com/company/1067078,,funding,251.0,500.0,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
World Ethical Data Foundation (member),,https://worldethicaldata.org/,logos/822520f1fdadf5ea21866ac804c699c57e9d86983f88e42d89e632469d7321f8.svg,https://twitter.com/WEDF_foundation,,,,,,,,World Ethical Data Foundation is a non-profit organization that examines the opportunities and problems arising from the development of technologies that are opening unprecedented possibilities for knowledge and influence.,,,,,,,,,,,,PyTorch Members,Associate,,,,,,,,,,,,,,,,,,,,,,,,,
Zeus,Energy Initiatives Group,https://ml.energy/zeus/,logos/88fe3408a97b0da3dfbd5328126047c69b1627ea7655a2379de2169c0dc701c2.svg,,https://www.crunchbase.com/organization/energy-initiatives-group,,,,,Apache License 2.0,"Marlborough, Massachusetts, United States",Zeus is a library for measuring the energy consumption of Deep Learning workloads and optimizing their energy consumption.,Energy Initiatives Group operates as an electric power consulting firm.,https://www.eig-llc.com/,Marlborough,Massachusetts,United States,,,,,51.0,100.0,Optimizations,General,True,https://github.com/ml-energy/zeus,291.0,Measure and optimize the energy consumption of your AI applications!,2025-08-07,https://github.com/ml-energy/zeus/commit/51dbd5c60e06bb8496caf252dc45a71039c383e4,2025-07-26,https://github.com/ml-energy/zeus/releases/tag/zeus-v0.12.1,2022-08-13,https://github.com/ml-energy/zeus/commit/9703b31f50b3024348239fa544b8398ac7e4dfad,18.0,https://github.com/ml-energy/zeus/graphs/contributors,,,,,,,,,,,,,66.24000000000001
